0.472222222 0.318181818 0.694915254 0.625
0.472222222 0.636363636 0.593220339 0.625
0.472222222 0.090909091 0.677966102 0.583333333
0.472222222 0.454545455 0.644067797 0.708333333
0.444444444 0.454545455 0.542372881 0.583333333
0.444444444 0.545454545 0.644067797 0.708333333
0.444444444 0.454545455 0.694915254 0.708333333
0.416666667 0.909090909 0.033898305 0.041666667
0.416666667 0.318181818 0.525423729 0.375
0.416666667 0.318181818 0.491525424 0.458333333
0.416666667 0.272727273 0.508474576 0.458333333
0.416666667 0.318181818 0.694915254 0.75
0.416666667 0.363636364 0.694915254 0.958333333
0.416666667 0.318181818 0.694915254 0.75
0.388888889 1.090909091 0.084745763 0.125
0.388888889 0.818181818 0.118644068 0.083333333
0.388888889 0.363636364 0.593220339 0.5
0.388888889 0.272727273 0.423728814 0.375
0.388888889 0.454545455 0.542372881 0.458333333
0.388888889 0.409090909 0.542372881 0.5
0.388888889 0.363636364 0.525423729 0.5
0.388888889 0.227272727 0.677966102 0.791666667
0.361111111 0.409090909 0.440677966 0.5
0.361111111 0.454545455 0.593220339 0.583333333
0.361111111 0.227272727 0.491525424 0.416666667
0.361111111 0.454545455 0.525423729 0.5
0.361111111 0.318181818 0.542372881 0.5
0.361111111 0.363636364 0.661016949 0.791666667
0.333333333 1 0.06779661 0.041666667
0.333333333 0.681818182 0.050847458 0.041666667
0.333333333 0.136363636 0.508474576 0.5
0.333333333 0.181818182 0.474576271 0.416666667
0.333333333 0.181818182 0.457627119 0.375
0.333333333 0.227272727 0.508474576 0.5
0.333333333 0.272727273 0.576271186 0.458333333
0.305555556 0.863636364 0.118644068 0.125
0.305555556 0.772727273 0.084745763 0.041666667
0.305555556 0.863636364 0.050847458 0.125
0.305555556 0.636363636 0.118644068 0.041666667
0.305555556 0.636363636 0.084745763 0.125
0.305555556 0.454545455 0.593220339 0.583333333
0.277777778 0.772727273 0.084745763 0.041666667
0.25 0.681818182 0.084745763 0.041666667
0.25 0.636363636 0.06779661 0.041666667
0.25 0.954545455 0.084745763 0
0.25 0.318181818 0.491525424 0.541666667
0.222222222 0.681818182 0.06779661 0.041666667
0.222222222 0.681818182 0.06779661 0.083333333
0.222222222 0.818181818 0.084745763 0.083333333
0.222222222 0.772727273 0.084745763 0.125
0.222222222 0.590909091 0.118644068 0.166666667
0.222222222 0.636363636 0.084745763 0.041666667
0.222222222 0.818181818 0.152542373 0.125
0.222222222 0.818181818 0.101694915 0.041666667
0.222222222 0.227272727 0.338983051 0.416666667
0.194444444 0.727272727 0.06779661 0.041666667
0.194444444 0.636363636 0.084745763 0.041666667
0.194444444 0.454545455 0.101694915 0.041666667
0.194444444 0.636363636 0.101694915 0.125
0.194444444 0.545454545 0.033898305 0.041666667
0.194444444 0.681818182 0.050847458 0.083333333
0.194444444 0.681818182 0.101694915 0.208333333
0.194444444 0.590909091 0.06779661 0.041666667
0.194444444 0 0.423728814 0.375
0.194444444 0.136363636 0.389830508 0.375
0.166666667 0.454545455 0.06779661 0.041666667
0.166666667 0.5 0.084745763 0
0.166666667 0.5 0.084745763 0
0.166666667 0.5 0.084745763 0
0.166666667 0.181818182 0.389830508 0.375
0.166666667 0.227272727 0.593220339 0.666666667
0.138888889 0.636363636 0.101694915 0.041666667
0.138888889 0.454545455 0.06779661 0
0.138888889 0.636363636 0.152542373 0.041666667
0.138888889 0.5 0.101694915 0.041666667
0.138888889 0.454545455 0.06779661 0.083333333
0.111111111 0.545454545 0.050847458 0.041666667
0.111111111 0.545454545 0.101694915 0.041666667
0.083333333 0.5 0.084745763 0.041666667
0.083333333 0.636363636 0.06779661 0.083333333
0.083333333 0.727272727 0 0.041666667
0.083333333 0.545454545 0.06779661 0.041666667
0.055555556 0.136363636 0.050847458 0.083333333
0.027777778 0.409090909 0.06779661 0.041666667
0.027777778 0.454545455 0.050847458 0.041666667
0.027777778 0.545454545 0.050847458 0.041666667
0 0.454545455 0.016949153 0
